,pub_year,pub_month,journal_name,paper_title,author
1793,2019,11,Cell and tissue research,The expression patterns of SNMP1 and SNMP2 underline distinct functions of two CD36-related proteins in the olfactory system of the tobacco budworm Heliothis virescens,"Germany.Halle (Saale).Stefanie.Blankenburg,Germany.Halle (Saale).Sina.Cassau,Germany.Halle (Saale).Jürgen.Krieger"
1794,2019,11,Cell and tissue research,Co-expression of C/EBPγ and ATF5 in mouse vomeronasal sensory neurons during early postnatal development,"Japan.192-0392.Haruo.Nakano,Japan.192-0392.Yoshitaka.Iida,Japan.192-0392.Takahiro.Murase,Japan.192-0392.Natsuki.Oyama,Japan.192-0392.Mariko.Umemura,Japan.192-0392.Shigeru.Takahashi,Japan.192-0392.Yuji.Takahashi"
1795,2019,11,Cell and tissue research,Distribution and co-expression patterns of specific cell markers of enteroendocrine cells in pig gastric epithelium,"Australia.3010.Linda J.Fothergill,Australia.3010.Giorgia.Galiazzo,Australia.3010.Billie.Hunne,Australia.3010.Martin J.Stebbing,Australia.3010.Josiane.Fakhry,Australia.3010.Frank.Weissenborn,Australia.3010.Therese E.Fazio Coles,Australia.3010.John B.Furness"
1796,2019,11,Cell and tissue research,The efficacy of different sources of mesenchymal stem cells for the treatment of knee osteoarthritis,"UK.LE11 3TU.Maryam.Shariatzadeh,UK.LE11 3TU.Jianing.Song,UK.LE11 3TU.Samantha Louise.Wilson"
1797,2019,11,Cell and tissue research,A population of nonneuronal GFRα3-expressing cells in the bone marrow resembles nonmyelinating Schwann cells,"Australia.3010.Jenny.Thai,Australia.Victoria.Alanna C.Green,Australia.3010.Lincon A.Stamp,Australia.South Australia.Nick J.Spencer,Australia.Victoria.Louise E.Purton,Australia.3010.Jason.Ivanusic"
1798,2019,11,Cell and tissue research,"Focus on dedifferentiated adipocytes: characteristics, mechanisms, and possible applications","Canada.G1V 4G5.Julie Anne.Côté,Canada.G1V 4G5.Giada.Ostinelli,Canada.G1V 4G5.Marie-Frédérique.Gauthier,Canada.G1V 4G5.Amélie.Lacasse,Canada.G1V 4G5.André.Tchernof"
1799,2019,11,Cell and tissue research,"Observations on the retina and 'optical fold' of a mesopelagic sabretooth fish, Evermanella balbo","Germany.Tűbingen.H-J.Wagner,Australia.6009.J C.Partridge,UK.EC1V 0HB.R H.Douglas"
1800,2019,11,Cell transplantation,Islet Harvest in Carbon Monoxide-Saturated Medium for Chronic Pancreatitis Patients Undergoing Islet Autotransplantation,"USA.SC.Hongjun.Wang,USA.SC.Wenyu.Gou,USA.SC.Charlie.Strange,USA.SC.Jingjing.Wang,USA.SC.Paul J.Nietert,USA.SC.Colleen.Cloud,USA.SC.Stefanie.Owzarski,USA.SC.Betsy.Shuford,USA.SC.Tara.Duke,USA.SC.Louis.Luttrell,USA.SC.Aaron.Lesher,USA.AZ.Klearchos K.Papas,USA.CT.Kevan C.Herold,USA.CT.Pamela.Clark,USA.CT.Sahar.Usmani-Brown,USA.AZ.Jennifer.Kitzmann,USA.SC.Craig.Crosson,USA.SC.David B.Adams,USA.SC.Katherine A.Morgan"
1801,2019,11,Cell transplantation,Hepatocyte Transplantation to the Liver via the Splenic Artery in a Juvenile Large Animal Model,"Germany.Berlin.J.Siefert,Germany.Berlin.K H.Hillebrandt,Germany.Berlin.S.Moosburner,Germany.Berlin.P.Podrabsky,Germany.Berlin.D.Geisel,Germany.Berlin.T.Denecke,Germany.Berlin.J K.Unger,Germany.Berlin.B.Sawitzki,Germany.Berlin.S.Gül-Klein,Germany.Berlin.S.Lippert,Germany.Berlin.P.Tang,Germany.Berlin.A.Reutzel-Selke,Germany.Münster.M H.Morgul,Germany.Leipzig.A W.Reske,Germany.Weinheim.S.Kafert-Kasting,Germany.Weinheim.W.Rüdinger,Germany.Berlin.J.Oetvoes,Germany.Berlin.J.Pratschke,Germany.Berlin.I M.Sauer,Germany.Berlin.N.Raschzok"
1802,2019,11,Cell transplantation,Present and Future Perspectives of Using Human-Induced Pluripotent Stem Cells and Organoid Against Liver Failure,"Japan.Yokohama City University School of Medicine.Yoshiki.Kuse,Japan.Yokohama City University School of Medicine.Hideki.Taniguchi"
1803,2019,12,Cell transplantation,Cyclooxygenase 2 Promotes Proliferation and Invasion in Ovarian Cancer Cells via the PGE2/NF-κB Pathway,"China.China-Japan Friendship Hospital.Xiao.Zhang,China.China-Japan Friendship Hospital.Keqin.Yan,China.China-Japan Friendship Hospital.Lin.Deng,China.China-Japan Friendship Hospital.Jing.Liang,China.China-Japan Friendship Hospital.Haiyan.Liang,China.China-Japan Friendship Hospital.Dingqing.Feng,China.China-Japan Friendship Hospital.Bin.Ling"
1804,2019,11,Cell transplantation,Screening Hub Genes as Prognostic Biomarkers of Hepatocellular Carcinoma by Bioinformatics Analysis,"China.Harbin.Zengyuan.Zhou,China.Harbin.Yuzheng.Li,China.Harbin.Haiyue.Hao,China.Harbin.Yuanyuan.Wang,China.Harbin.Zihao.Zhou,China.Harbin.Zhipeng.Wang,China.Harbin.Xia.Chu"
1805,2019,11,Cell transplantation,MELK is Upregulated in Advanced Clear Cell Renal Cell Carcinoma and Promotes Disease Progression by Phosphorylating PRAS40,"China.Henan.Han.Zhang,China.Henan.Pengtao.Wei,China.Henan.Wenwei.Lv,China.Henan.Xingtao.Han,China.Henan.Jinhui.Yang,China.Henan.Shuaifeng.Qin,China.Wuhan.Yue.Zhang"
1806,2019,11,Cell transplantation,Neurospheres Induced from Human Adipose-Derived Stem Cells as a New Source of Neural Progenitor Cells,"China.Hubei.Chunyang.Peng,China.Hubei.Li.Lu,China.Hubei.Yajiao.Li,China.Hubei.Jingqiong.Hu"
1807,2019,11,Cell transplantation,The Effect of Human Umbilical Cord Mesenchymal Stromal Cells in Protection of Dopaminergic Neurons from Apoptosis by Reducing Oxidative Stress in the Early Stage of a 6-OHDA-Induced Parkinson's Disease Model,"China.Beijing.Heng.Chi,China.Beijing.Yunqian.Guan,China.Beijing.Fengyan.Li,China.Beijing.Zhiguo.Chen"
1808,2019,11,Cell transplantation,Survival and Integration of Transplanted Olfactory Ensheathing Cells are Crucial for Spinal Cord Injury Repair: Insights from the Last 10 Years of Animal Model Studies,"Australia.Queensland.Ronak.Reshamwala,Australia.Queensland.Megha.Shah,Australia.Queensland.James.St John,Australia.Queensland.Jenny.Ekberg"
1809,2019,11,Cell transplantation,Transplantation with GXHPC1 for Liver Cirrhosis: Phase 1 Trial,"Yunlin.China Medical University Beigan Hospital.Ko-Chang.Huang,Hsinchu.Chung Hua University.Ming-Hsi.Chuang,Yunlin.China Medical University Beigan Hospital.Zung-Sheng.Lin,Hsinchu.Gwo Xi Stem Cell Applied Technology.Yi-Chun.Lin,Hsinchu.GTESTing Laboratory.Chun-Hung.Chen,Hsinchu.GTESTing Laboratory.Chao-Liang.Chang,Hsinchu.Gwo Xi Stem Cell Applied Technology.Pi-Chun.Huang,Hsinchu.Gwo Xi Stem Cell Applied Technology.Wan-Sin.Syu,Hualien.National Dong Hwa University.Tzyy-Wen.Chiou,Hsinchu.Gwo Xi Stem Cell Applied Technology.Zih-Han.Hong,Taipei.National Yang-Ming University.Yu-Chen.Tsai,Hualien.Tzu Chi University.Horng-Jyh.Harn,Hsinchu.Gwo Xi Stem Cell Applied Technology.Po-Cheng.Lin,Hualien.Tzu Chi University.Shinn-Zong.Lin"
1810,2019,11,Cell transplantation,Episomal Induced Pluripotent Stem Cells: Functional and Potential Therapeutic Applications,"Taiwan.Taoyuan.Aline Yen Ling.Wang,United Kingdom.Chelmsford.Charles Yuen Yung.Loh"
1811,2019,11,Cell transplantation,miR-141-3p and TRAF5 Network Contributes to the Progression of T-Cell Acute Lymphoblastic Leukemia,"China.Guangzhou.Ruiqing.Zhou,China.Guangzhou.Wenjian.Mo,China.Guangzhou.Shunqing.Wang,China.Guangzhou.Wei.Zhou,China.Guangzhou.Xiaowei.Chen,China.Guangzhou.Shiyi.Pan"
1812,2019,12,Cell transplantation,Cardiac Magnetic Resonance Imaging used for Evaluation of Adipose-Derived Stromal Cell Therapy in Patients with Chronic Ischemic Heart Disease,"Denmark.Copenhagen.Abbas Ali.Qayyum,Denmark.Copenhagen.Anders Bruun.Mathiasen,Denmark.Copenhagen.Naja Dam.Mygind,Denmark.Copenhagen.Niels Groove.Vejlstrup,Denmark.Copenhagen.Jens.Kastrup"
1813,2019,12,Cell transplantation,HBO Promotes the Differentiation of Neural Stem Cells via Interactions Between the Wnt3/β-Catenin and BMP2 Signaling Pathways,"China.Guangdong.Chongfeng.Chen,P.Hunan.Yujia.Yang,P.Hunan.Yue.Yao"
1814,2019,12,Cell transplantation,Pretreatment of Diabetic Adipose-derived Stem Cells with mitoTEMPO Reverses their Defective Proangiogenic Function in Diabetic Mice with Critical Limb Ischemia,"China.Shaanxi.Kun.Lian,P.Shaanxi.Qin.Wang,China.Shaanxi.Shuai.Zhao,China.Shaanxi.Maosen.Yang,China.Shaanxi.Genrui.Chen,China.Shaanxi.Youhu.Chen,China.Shaanxi.Congye.Li,China.Shaanxi.Haokao.Gao,China.Shaanxi.Chengxiang.Li"
1815,2019,12,Cell transplantation,Non-Invasive Cell Tracking with Brighter and Red-Transferred Luciferase for Potential Application in Stem Cell Therapy,"China.Chongqing.Lei.Dou,USA.NC.Ethan L.Matz,USA.NC.Xin.Gu,USA.NC.Fangpeng.Shu,USA.NC.Jennifer.Paxton,China.Chongqing.Jinlin.Song,USA.NC.James.Yoo,USA.NC.Anthony.Atala,USA.NC.John.Jackson,USA.NC.Yuanyuan.Zhang"
1816,2019,11,Cell transplantation,Combination treatment of autologous bone marrow stem cell transplantation and hyperbaric oxygen therapy for type 2 diabetes mellitus: A randomized controlled trial,"Argentina.Formosa.Esteban J.Estrada,Argentina.Formosa.José Luis.Decima,Argentina.Formosa.Guillermo.Bortman,Argentina.Formosa.Javier.Roberti,Argentina.Formosa.Elida Beatriz.Romero,Argentina.Formosa.Gustavo.Samaja,Argentina.Formosa.Aldo Rodríguez.Saavedra,Argentina.Formosa.Gerardo.Martínez,Argentina.Formosa.Samuel.Gutiérrez"
1817,2019,12,Cell transplantation,PRMT5 Promotes Human Lung Cancer Cell Apoptosis via Akt/Gsk3β Signaling Induced by Resveratrol,"China.Shanghai.Yong.Li,China.Lanzhou.Yanxia.Yang,China.Lanzhou.Xiaoping.Liu,China.Shanghai.Yiwen.Long,China.Shanghai.Yonghua.Zheng"
1818,2019,12,Cell transplantation,Intravenous transplantation of olfactory bulb ensheathing cells for a spinal cord hemisection injury rat model,"China.Ningxia.Lijian.Zhang,China.Ningxia.Xiaoqing.Zhuang,China.Ningxia.Yao.Chen,China.Ningxia.Hechun.Xia"
1819,2019,11,Cell transplantation,Measuring the Antimicrobial Activity of Lauric Acid against Various Bacteria in Human Gut Microbiota Using a New Method,"Japan.Ishikawa.Miki.Matsue,Japan.Ishikawa.Yumiko.Mori,Japan.Ishikawa.Satoshi.Nagase,Japan.Ishikawa.Yuta.Sugiyama,Japan.Ishikawa.Rika.Hirano,Japan.Kanazawa.Kazuhiro.Ogai,Japan.Kanazawa.Kohei.Ogura,Japan.Ishikawa.Shin.Kurihara,Japan.Ishikawa.Shigefumi.Okamoto"
1820,2019,11,Cell transplantation,A Phase 1 Study of Intravenous Busulfan as a Conditioning Regimen for Multiple Myeloma,"USA.UT.Sabarinath V.Radhakrishnan,USA.UT.Michael.Boyer,USA.OH.Catherine M.Sherwin,USA.UT.Maurizio.Zangari,USA.UT.Guido.Tricot"
1821,2019,12,Cell transplantation,Autologous Micro-Fragmented Adipose Tissue as Stem Cell-Based Natural Scaffold for Cartilage Defect Repair,"China.Hangzhou.Tengjing.Xu,China.Hangzhou.Xinning.Yu,China.Hangzhou.Quanming.Yang,China.Hangzhou.Xiaonan.Liu,China.Hangzhou.Jinghua.Fang,China.Hangzhou.Xuesong.Dai"
1822,2019,11,Cell transplantation,Topical Application of Human Wharton's Jelly Mesenchymal Stem Cells Accelerates Mouse Sciatic Nerve Recovery and is Associated with Upregulated Neurotrophic Factor Expression,"Taiwan.Taoyuan.Aline Yen Ling.Wang,UK.Chelmsford.Charles Yuen Yung.Loh,Taiwan.Hsinchu.Hsin-Hsin.Shen,Taiwan.Hsinchu.Sing-Ying.Hsieh,Taiwan.Hsinchu.Ing-Kae.Wang,Taiwan.Taoyuan.Sheng-Hao.Chuang,Taiwan.Taoyuan.Fu-Chan.Wei"
1823,2019,11,Cell transplantation,"Substance Use Disorder, Intravenous Injection, and HIV Infection: A Review","Taiwan.Tainan.Shao-Cheng.Wang,USA.MD.Brion.Maher"
1824,2019,12,Cell transplantation,Endothelial Progenitor Cells Attenuate Ventilator-Induced Lung Injury with Large-Volume Ventilation,"China.Heilongjiang Province.Ying-Nan.Ju,China.Heilongjiang Province.Ying-Jie.Geng,China.Heilongjiang Province.Xue-Ting.Wang,China.Heilongjiang Province.Jing.Gong,China.Heilongjiang Province.Jingli.Zhu,China.Heilongjiang Province.Wei.Gao"
1825,2019,11,Cell transplantation,MicroRNA-204-5p Inhibits Ovarian Cancer Cell Proliferation by Down-Regulating USP47,"China.Hubei.Liangliang.Hu,Switzerland.Basel.Helena.Kolibaba,China.Beijing.Siyou.Zhang,China.Jiangsu.Minhua.Cao,China.Hubei.Huihui.Niu,China.Hubei.Haoyan.Mei,China.Hubei.Yaming.Hao,China.Beijing.Yang.Xu,USA.MD.Qinan.Yin"
1826,2019,12,Cell transplantation,The Gut Microbiota in Multiple Sclerosis: An Overview of Clinical Trials,"Italy.Messina.Giovanni.Schepici,Italy.Messina.Serena.Silvestro,Italy.Messina.Placido.Bramanti,Italy.Messina.Emanuela.Mazzon"
1827,2019,11,Cell transplantation,Comparing the Effects of the mTOR Inhibitors Azithromycin and Rapamycin on In Vitro Expanded Regulatory T Cells,"Sweden.Uppsala.Marcus.Bergström,Sweden.Uppsala.Malin.Müller,Sweden.Uppsala.Marie.Karlsson,Norway.Oslo.Hanne.Scholz,Norway.Oslo.Nils Tore.Vethe,Sweden.Uppsala.Olle.Korsgren"
1828,2019,12,Cell transplantation,Research Status of Mesenchymal Stem Cells in Liver Transplantation,"China.Second Affiliated Hospital of Chongqing Medical University.Yu.You,China.Second Affiliated Hospital of Chongqing Medical University.Di-Guang.Wen,China.Second Affiliated Hospital of Chongqing Medical University.Jian-Ping.Gong,China.Second Affiliated Hospital of Chongqing Medical University.Zuo-Jin.Liu"
1829,2019,12,Cell transplantation,hUC-MSCs Exert a Neuroprotective Effect via Anti-apoptotic Mechanisms in a Neonatal HIE Rat Model,"China.Medical College of Soochow University.Jianwei.Xu,China.Affiliated Hospital of Guizhou Medical University.Zhanhui.Feng,China.Guizhou Medical University.Xianyao.Wang,China.Guizhou Medical University.Ying.Xiong,China.Affiliated Hospital of Guizhou Medical University.Lan.Wang,China.Guizhou Medical University.Lan.Ye,China.Medical College of Soochow University.Huanxiang.Zhang"
1830,2019,11,Cell transplantation,A circular RNA derived from MMP9 facilitates oral squamous cell carcinoma metastasis through regulation of MMP9 mRNA stability,"China.Hangzhou.Bing.Xia,China.Hangzhou.Tao.Hong,China.Hangzhou.Xin.He,China.Hangzhou.Xinlan.Hu,China.Hangzhou.Yongbo.Gao"
1831,2019,12,Cell transplantation,Rat Facial Nerve Regeneration with Human Immature Dental Pulp Stem Cells,"Brazil.São Paulo.Daniel Martinez.Saez,Brazil.São Paulo.Robson Tetsuo.Sasaki,Brazil.São Paulo.Daniel de Oliveira.Martins,Brazil.São Paulo.Marucia.Chacur,Brazil.São Paulo.Irina.Kerkis,Brazil.São Paulo.Marcelo Cavenaghi Pereira.da Silva"
1832,2019,11,Cell transplantation,"Production, Characterization, and Function of Pseudoislets from Perinatal Canine Pancreas","France.Paris.P.Czernichow,France.Maisons-Alfort.K.Reynaud,France.Lille.J.Kerr-Conte,France.Maisons-Alfort.E.Furthner,France.Paris.P.Ravassard"
1833,2019,12,Cell transplantation,"Preservation Solutions for Kidney Transplantation: History, Advances and Mechanisms","China.Jiangsu.Yimeng.Chen,China.Jiangsu.Jian.Shi,USA.CT.Terry C.Xia,China.Jiangsu.Renfang.Xu,China.Jiangsu.Xiaozhou.He,China.Shanghai.Ying.Xia"
1834,2019,12,Cells,Transcriptional Characterization of Stage I Epithelial Ovarian Cancer: A Multicentric Study,"Italy.35121 Padua.Enrica.Calura,Italy.38123 Povo Trento.Matteo.Ciciani,Italy.35121 Padua.Andrea.Sambugaro,Italy.20156 Milano.Lara.Paracchini,Italy.35121 Padua.Giuseppe.Benvenuto,Italy.35121 Padua.Salvatore.Milite,Italy.35121 Padua.Paolo.Martini,Italy.20156 Milano.Luca.Beltrame,France.75005 Paris.Flaminia.Zane,Italy.20900 Monza.Robert.Fruscio,Italy.20900 Monza.Martina Delle.Marchette,Italy.10126 Torino.Fulvio.Borella,Italy.25123 Brescia.Germana.Tognon,Italy.25123 Brescia.Antonella.Ravaggi,Italy.10126 Torino.Dionyssios.Katsaros,Italy.25123 Brescia.Eliana.Bignotti,Italy.25123 Brescia.Franco.Odicino,Italy.20156 Milano.Maurizio.D'Incalci,Italy.20156 Milano.Sergio.Marchini,Italy.35121 Padua.Chiara.Romualdi"
1835,2019,12,Cells,Cellular Model of Endotoxin Tolerance in Astrocytes: Role of Interleukin 10 and Oxylipins,"Russia.Moscow 119992.Dmitry V.Chistyakov,Russia.Moscow 119992.Alina A.Astakhova,Russia.Moscow 119234.Nadezda V.Azbukina,Russia.Moscow 117198.Sergei V.Goriainov,Russia.Moscow 117198.Viktor V.Chistyakov,Russia.Moscow 119992.Marina G.Sergeeva"
1836,2019,12,Cells,Towards a Better Understanding of Beige Adipocyte Plasticity,"USA.CA 94158.Esther.Paulo,USA.CA 94158.Biao.Wang"
1837,2019,11,Cells,"Interaction between Angiotensin Type 1, Type 2, and Mas Receptors to Regulate Adult Neurogenesis in the Brain Ventricular-Subventricular Zone","Spain;maria.15782 Santiago de Compostela.Maria.Garcia-Garrote,Spain.28031 Madrid.Ana.Perez-Villalba,Spain;maria.15782 Santiago de Compostela.Pablo.Garrido-Gil,Spain.28031 Madrid.German.Belenguer,Spain;maria.15782 Santiago de Compostela.Juan A.Parga,Spain.28031 Madrid.Francisco.Perez-Sanchez,Spain;maria.15782 Santiago de Compostela.Jose Luis.Labandeira-Garcia,Spain.28031 Madrid.Isabel.Fariñas,Spain;maria.15782 Santiago de Compostela.Jannette.Rodriguez-Pallares"
1838,2019,11,Cells,mTORC1 Mediates Lysine-Induced Satellite Cell Activation to Promote Skeletal Muscle Growth,"China.Guangzhou 510642.Cheng-Long.Jin,China.Guangzhou 510642.Jin-Ling.Ye,USA.HI 96822.Jinzeng.Yang,China.Guangzhou 510642.Chun-Qi.Gao,China.Guangzhou 510642.Hui-Chao.Yan,USA.OH 43210.Hai-Chang.Li,China.Guangzhou 510642.Xiu-Qi.Wang"
1839,2019,11,Cells,Conditional Deletion of LRP1 Leads to Progressive Loss of Recombined NG2-Expressing Oligodendrocyte Precursor Cells in a Novel Mouse Model,"Germany.44801 Bochum.Ina.Schäfer,Germany.44801 Bochum.Johannes.Kaisler,Germany.66421 Homburg.Anja.Scheller,Germany.66421 Homburg.Frank.Kirchhoff,Germany.44801 Bochum.Aiden.Haghikia,Germany.44801 Bochum.Andreas.Faissner"
1840,2019,11,Cells,miR-1185-1 and miR-548q Are Biomarkers of Response to Weight Loss and Regulate the Expression of <i>GSK3B</i>,"Spain.31008 Pamplona.Marcos.Garcia-Lacarte,Spain.31008 Pamplona.Maria L.Mansego,Spain.31008 Pamplona.M Angeles.Zulet,Spain.31008 Pamplona.J Alfredo.Martinez,Spain.31008 Pamplona.Fermin I.Milagro"
1841,2019,11,Cells,Dibutyltin(IV) and Tributyltin(IV) Derivatives of <i>meso</i>-Tetra(4-sulfonatophenyl)porphine Inhibit the Growth and the Migration of Human Melanoma Cells,"Italy.90146 Palermo.Francesca.Costantini,Italy.90146 Palermo.Fabiana.Di Leo,Italy.90146 Palermo.Caterina.Di Sano,Italy.90128 Palermo.Tiziana.Fiore,Italy.90128 Palermo.Claudia.Pellerito,Italy.90146 Palermo.Giovanna.Barbieri"
1842,2019,11,Cell communication and signaling : CCS,Karyopherin α2-dependent import of E2F1 and TFDP1 maintains protumorigenic stathmin expression in liver cancer,"Germany.Heidelberg.Elisabeth.Drucker,Germany.Greifswald.Kerstin.Holzer,Germany.Heidelberg.Stefan.Pusch,USA.94143.Juliane.Winkler,Germany.Regensburg.Diego F.Calvisi,Germany.Heidelberg.Eva.Eiteneuer,Germany.Heidelberg.Esther.Herpel,Germany.Heidelberg.Benjamin.Goeppert,Germany.Heidelberg.Stephanie.Roessler,Germany.Heidelberg.Alessandro.Ori,Germany.Heidelberg.Peter.Schirmacher,Germany.Heidelberg.Kai.Breuhahn,Germany.Heidelberg.Stephan.Singer"
1843,2019,11,Cells,Amitosenescence and Pseudomitosenescence: Putative New Players in the Aging Process,"Germany.Thuringia.Diane.Wengerodt,Germany.Thuringia.Christian.Schmeer,Germany.Thuringia.Otto W.Witte,Germany.Thuringia.Alexandra.Kretz"
1844,2019,11,Cells,Pin1 Plays Essential Roles in NASH Development by Modulating Multiple Target Proteins,"Japan.Hiroshima 734-8551.Masa-Ki.Inoue,Japan.Hiroshima 734-8551.Yusuke.Nakatsu,Japan.Hiroshima 734-8551.Takeshi.Yamamotoya,Japan.Hiroshima 734-8551.Shun.Hasei,Japan.Hiroshima 734-8551.Mayu.Kanamoto,Japan.Hiroshima 734-8551.Miki.Naitou,USA.LA 70118.Yasuka.Matsunaga,Japan.Miyazaki 889-1692.Hideyuki.Sakoda,Japan.Tokyo 173-8610.Midori.Fujishiro,Japan.Chiba 260-8670.Hiraku.Ono,Japan.Tokyo 204-8588.Akifumi.Kushiyama,Japan.Hiroshima 734-8551.Tomoichiro.Asano"
1845,2019,11,Cells,"Platyconic Acid A, Platycodi Radix-Derived Saponin, Suppresses TGF-1-induced Activation of Hepatic Stellate Cells via Blocking SMAD and Activating the PPAR Signaling Pathway","Korea.Daejeon 34134.Jae Ho.Choi,Korea.Daejeon 34134.Seul Mi.Kim,Korea.Daejeon 34134.Gi Ho.Lee,Korea.Daejeon 34134.Sun Woo.Jin,Korea.Ochang 28116.Hyun Sun.Lee,Korea.Jinju 52833.Young Chul.Chung,Korea.Daejeon 34134.Hye Gwang.Jeong"
1846,2019,11,Cells,"The Epac1 Protein: Pharmacological Modulators, Cardiac Signalosome and Pathophysiology","France.31432 Toulouse.Marion.Bouvet,France.92296 Châtenay-Malabry CEDEX.Jean-Paul.Blondeau,France.31432 Toulouse.Frank.Lezoualc'h"
1847,2019,11,Cells,A Software Tool for High-Throughput Real-Time Measurement of Intensity-Based Ratio-Metric FRET,"UK.London W12 0NN.Masoud.Ramuz,UK.London W12 0NN.Alveera.Hasan,UK.London W12 0NN.Lena.Gruscheski,UK.London W12 0NN.Ivan.Diakonov,Germany.D-20246 Hamburg.Nikoleta.Pavlaki,Germany.D-20246 Hamburg.Viacheslav O.Nikolaev,UK.London W12 0NN.Sian.Harding,UK.London SW7 2AZ.Chris.Dunsby,UK.London W12 0NN.Julia.Gorelik"
1848,2019,11,Cells,Relevance of Translation Initiation in Diffuse Glioma Biology and its Therapeutic Potential,"Belgium.4000 Liège.Marina.Digregorio,Belgium.4000 Liège.Arnaud.Lombard,Belgium.4000 Liège.Paul Noel.Lumapat,Belgium.4000 Liège.Félix.Scholtes,Belgium.4000 Liège.Bernard.Rogister,Belgium.4000 Liège.Natacha.Coppieters"
1849,2019,11,Cells,From Endogenous to Synthetic microRNA-Mediated Regulatory Circuits: An Overview,"Italy.10060 Candiolo (Torino).Elsi.Ferro,Italy.10060 Candiolo (Torino).Chiara.Enrico Bena,UK.London NW1 1AT.Silvia.Grigolon,Italy.10060 Candiolo (Torino).Carla.Bosia"
1850,2019,10,Cell communication and signaling : CCS,Correction to: MicroRNA-9 regulates survival of chondroblasts and cartilage integrity by targeting protogenin,"South Korea.570-749.Jinsoo.Song,South Korea.570-749.Dongkyun.Kim,South Korea.570-749.Churl-Hong.Chun,South Korea.570-749.Eun-Jung.Jin"
1851,2019,11,Cell death & disease,Roles of aminoacyl-tRNA synthetases in immune regulation and immune diseases,"China.Zhengzhou.Anzheng.Nie,China.Changsha.Bao.Sun,China.Zhengzhou.Zhihui.Fu,China.Zhengzhou.Dongsheng.Yu"
1852,2019,11,Cell death & disease,Aldo-keto reductases protect metastatic melanoma from ER stress-independent ferroptosis,"Italy.Rome.Mara.Gagliardi,Italy.Novara.Diego.Cotella,Italy.Novara.Claudio.Santoro,Italy.Novara.Davide.Corà,Russia.Saint Petersburg.Nickolai A.Barlev,Italy.Rome.Mauro.Piacentini,Italy.Novara.Marco.Corazzari"
1853,2019,11,Cells,Upregulation of the Sarco-Endoplasmic Reticulum Calcium ATPase 1 Truncated Isoform Plays a Pathogenic Role in Alzheimer's Disease,"France.Valbonne.Renaud.Bussiere,France.24 rue du Faubourg Saint-Jacques 75014 Paris.Bénédicte.Oulès,France.Valbonne.Arnaud.Mary,France.Valbonne.Loan.Vaillant-Beuchot,France.Valbonne.Cécile.Martin,France.Valbonne.Wejdane.El Manaa,France.Valbonne.Déborah.Vallée,France.Valbonne.Eric.Duplan,France.75993 Paris CEDEX 14.Patrizia.Paterlini-Bréchot,France.Valbonne.Cristine.Alves Da Costa,France.Valbonne.Frédéric.Checler,France.Valbonne.Mounia.Chami"
1854,2019,11,Cells,Afatinib Overcomes Pemetrexed-Acquired Resistance in Non-Small Cell Lung Cancer Cells Harboring an EML4-ALK Rearrangement,"Korea.Seoul 03080.Ji-Hyun.Kwon,Korea.Seongnam 13620.Kui-Jin.Kim,Korea.Seongnam 13620.Ji Hea.Sung,Korea.Seongnam 13620.Koung Jin.Suh,Korea.Seongnam 13620.Ji Yun.Lee,Korea.Seongnam 13620.Ji-Won.Kim,Korea.Seongnam 13620.Se Hyun.Kim,Korea.Seongnam 13620.Jeong-Ok.Lee,Korea.Seongnam 13620.Jin Won.Kim,Korea.Seongnam 13620.Yu Jung.Kim,Korea.Seongnam 13620.Keun-Wook.Lee,Korea.Seongnam 13620.Jee Hyun.Kim,Korea.Seongnam 13620.Soo-Mee.Bang,Korea.Seoul 03080.Soyeon.Kim,Korea.Seoul 03080.Sung-Soo.Yoon,Korea.Seoul 03080.Jong Seok.Lee"
1855,2019,11,Cells,Mathematical Model Explaining the Role of CDC6 in the Diauxic Growth of CDK1 Activity during the M-Phase of the Cell Cycle,"Poland.02-097 Warsaw.Mateusz.Dębowski,Poland.00-656 Warsaw.Zuzanna.Szymańska,France.F-35000 Rennes.Jacek Z.Kubiak,Poland.02-097 Warsaw.Mirosław.Lachowicz"
1856,2019,11,Cells,Cardiac Progenitor Cells from Stem Cells: Learning from Genetics and Biomaterials,"UK.Staffordshire ST4 7QB.Sara.Barreto,Kingdom of Bahrain.Adliya.Leonie.Hamel,UK.Staffordshire ST4 7QB.Teresa.Schiatti,UK.Staffordshire ST4 7QB.Ying.Yang,UK.Staffordshire ST4 7QB.Vinoj.George"
1857,2019,11,Cells,Regulation of Oncogenic Targets by <i>miR-99a-3p</i> (Passenger Strand of <i>miR-99a-</i>Duplex) in Head and Neck Squamous Cell Carcinoma,"Japan.Chiba 260-8670.Reona.Okada,Japan.Chiba 260-8670.Keiichi.Koshizuka,Japan.Chiba 260-8670.Yasutaka.Yamada,Japan.Chiba 260-8670.Shogo.Moriya,Japan.Chiba 260-8670.Naoko.Kikkawa,Japan.Chiba 260-8670.Takashi.Kinoshita,Japan.Chiba 260-8670.Toyoyuki.Hanazawa,Japan.Chiba 260-8670.Naohiko.Seki"
